,author,title,text,source,bias,article_type
164,Sanjiv Krishan Sood,"Dropout Rate in CRPF, BSF Increases & Bureaucracy Is To Blame - The Quint","Minister of State for Home Affairs Kiren Rijiju informed Lok Sabha on 6 March 2018, that over the last three years, as many as 27,862 personnel and officers of the Central Armed Forces have quit service either by way of voluntary retirement or through resignation. Based on the reply of the minister, the press information bureau has released the following figures of attrition among these armed forces during the last three years and up to 31 January 2018. The reasons stated by the minister for such heavy attrition are personal and domestic, including children or family issues, health or illness of the person or his family and social or family obligations. He also stated that some personnel also sought voluntary retirement to enjoy a static life as well as pension benefits after completing 20 years of service. Interestingly, replies to similar questions asked almost every year for the last few years have also been along the same predictable lines. Moreover, an analysis of the data above brings out some facts which need to be considered seriously to retain such skilled talent that has been honed at heavy cost to the exchequer. It would be seen that the rate of voluntary retirement among the other ranks has jumped by almost four times in 2017 as compared to 2015. In case of the BSF and CRPF, the increase, at almost 12 and 6 times respectively, is     alarming. Similar trends can be seen in the figures pertaining to officers and subordinate officers. Such heavy increase in attrition during the times when jobs in open market are not easily available needs some serious analysis. The fact that so many officers, subordinate officers and other ranks opt to resign from a relatively better paid job after a short spell in service points towards a deeper malady. Service conditions of the paramilitary personnel are such that they are always deployed from one active area to another, unlike the Army, which alternately goes from field to peace and vice-versa. The troops in BSF have actually internalised the situation and jokingly say that the periodic changeover exercise of units actually changes nothing but only the numbers on Border Pillars. Similar is the situation with other border guarding forces. CRPF units are continuously deployed in areas facing internal security threats, with no time for re-organising and refitting. This disrupts the well-conceived system of training, rest, relief and leave, and leaves both the commanders and other ranks tired and distressed. The deployment for elections sometimes reaches ludicrous levels, with these forces being summoned to even ensure the smooth functioning of   elections. Policymakers need to take a call to streamline these in order to ensure that these forces are able to retain their efficiency. They also need to strictly implement the recommendation of the group of ministers (appointed after the Kargil war) of â€œone force one roleâ€ so that these forces acquire domain expertise and adopt a cohesive operational and training philosophy. The infrastructure and amenities at the place of deployment even after so many years of existence of these forces are   not up-to required standard. The younger people joining the forces are well educated and exposed to modern technology and the modern way of life Thus, they have aspirations which the forces are not able to cater to. The basic reasons for this can be categorised into two parts. Similar is the situation in Jaisalmer and Bikaner sectors. If we canâ€™t provide even the basic necessities to troops, we cannot expect to retain them. It is said that a proposal to this effect is gathering dust in the corridors of power for the last four years. Policy makers urgently need to rectify the situation. The personnel have to stay away from their families with two months of earned leave and 15 days of casual leave available to them to visit their homes. A leave plan is religiously prepared at beginning of the year but can be rarely followed because of uncertainties of their duties. The scale of family accommodation available within the campuses is only 14 percent, and this too is curtailed by the fact that rapid expansion has compelled even the existing accommodation to be shared. This adversely affects morale, especially if troops are unable to be with their families in times of need. This deprives them of a normal family life leading to stress which sometimes manifests in acts of indiscipline and even fratricide. In case of officers, the situation is even worse. Some officers who joined BSF in the first decade would retire with just one promotion in their entire career. Efforts to rectify the situation through recently held (after a lapse of over 25 years) â€˜cadre reviewâ€™ has  succeeded in postponing stagnation. No wonder the young officers and subordinate officers are resigning in droves at the first available opportunity even if such opportunity is below the status and pay that they are in receipt of in these organisations. To add insult to injury, the higher level policy-making posts are not available to cadre officers who have deep insight of the work culture and ethos of the force. IPS leaders of these forces have neither any stake nor continuity to improve matters, as they come on deputation to avoid an uncomfortable situation in states or on the promise of a posting to New Delhi or their home town. Most importantly, the leadership of these forces must now be passed on to the cadre of officers of these forces so that their intricate knowledge of ethos of these forces can be utilised at policy making levels. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,entertainment
165,The Quint,Soniaâ€™s Dinner With 20 Parties - Step Towards 2019 Grand Alliance? - The Quint,"Leaders of 20 opposition parties got together on Tuesday, 13 March at a dinner hosted by United Progressive Alliance (UPA) chairperson Sonia Gandhi to explore the possibility of forging a broader unity among opposition parties ahead of the 2019 Lok Sabha Elections, an event the Congress said was meant to promote ""amity and friendship"". Leaders of Nationalist Congress Party (NCP), Rashtriya Janata Dal (RJD), Samajwadi Party, Bahujan Samaj Party (BSP), Trinamool Congress (TMC), Dravida Munnetra Kazhagam (DMK) and Left parties attended the dinner among others. ""Fabulous dinner tonight, hosted by UPA Chairperson, Sonia Gandhi Ji. An opportunity for leaders from different political parties to meet and bond, informally,"" Congress President Rahul Gandhi tweeted after the dinner at Gandhi family's 10, Janpath residence. Among the prominent leaders in attendance were NCP's Sharad Pawar, SP's Ram Gopal Yadav and BSP's Satish Chandra Mishra, JD(U)'s Sharad Yadav and RLD's Ajit Singh. Former chief ministers Omar Abdullah (National Conference), Babulal Marandi (JVMP), Hemant Soren (JMM) and Jitan Ram Manjhi (HAM). The RJD was represented by party chief Lalu Prasad's son and daughter -- former deputy chief minister Tejashwi Yadav and Rajya Sabha MP Misa Bharti. The others present included TMC's Sudip Bandyopadhyay, CPI's D Raja and CPI(M)â€˜s Mohammad Salim, DMK's Kanimozhi, AIUDF's Baddrauddin Ajmal and leaders of Kerala Congress, besides Kupender Reddy of the JD-S. Sonia Gandhi, Rahul Gandhi, former prime minister Manmohan Singh, Ghulam Nabi Azad, Mallikarjun Kharge, Ahmed Patel, AK Antony and Randeep Surjewala were among the Congress leaders present. Leaders of Andhra Pradesh's ruling Telugu Desam Party (TDP), which recently pulled out its ministers in the Modi government but continues to be a constituent of the NDA, the BJD (Biju Janata Dal), and the TRS (Telangana Rashtra Samithi) were not invited. The BJD and the TRS rule Odisha and Telangana respectively. ""The effort is on. This is a part of that effort,"" said expelled Janata Dal-United leader Sharad Yadav said when asked if there will be a united front of opposition parties in 2019. Rashtriya Janata Dal leader Tejashwi Yadav remarked, Asked if there was a consensus on Rahul Gandhi's leadership of the probable opposition alliance, Tejashwi said, ""The time has not yet come to decide on the prime ministerial candidate."" Sonia Gandhi had earlier called for opposition unity, saying parties should set aside their minor differences to come together in the larger interest of keeping the BJP out of power. Congress communications incharge Randeep Surjewala said the dinner was not organised for politics, but for amity and friendship among opposition parties. He claimed at a time when the government was not allowing Parliament to function, it was obvious that leaders of various parties, who wanted to raise issues in national interest, would get together to discuss the current political situation. Surjewala also accused the government of running away from debates on key issues such as banking frauds. Though the Congress termed the dinner as a ""non-politicalâ€ event, it was loaded with political significance as it may set the tone for unity among the opposition parties to take on the BJP-led NDA in the 2019 general elections. A Left leader told PTI, â€œIt was a political dinner. But there were no political talks. It was a show of strength by the non-BJP parties.â€ TMC leader in the Lok Sabha Sudip Bandyopadhyay said, â€œSonia Gandhi asked me why Mamata Banerjee didn't come. I told her it was because of her prior commitments."" (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
166,Vishnu Gopinath,"JNU Dean Allegedly Manhandled, Studentsâ€™ Union Says Heâ€™s Lying - The Quint","The dean of students at the Jawaharlal Nehru University, New Delhi, Umesh Kadam, alleged that he was manhandled by members of the varsityâ€™s studentsâ€™ union during a meeting of the body on Monday, 12 March. The members of the JNUSU had called for a protest at the office of the dean of students at 11.30 am on 12 March, during which the dean had invited representatives of the JNUSU to his office to discuss their demands. However, before the meeting could conclude, a group of ""more than 15 students agitating students barged into the DoS office and became very violent,â€ the press release stated. JNUSU vice president Simone Zoya Khan told   that representatives of the studentsâ€™ union had gone to meet the dean on 12 March on the formation of a committee to oversee meal and coupon pricing in the college mess, and to discuss a circular that was issued about an increase in mess bills. Simone added that after an hour of talking to the dean and after reaching a stalemate, the students tried to exit the office, but guards locked the office from inside. JNUSU president Geeta Kumari told   that the university authorities have pulled similar acts in the past, and some students who were confined were injured by guards when they tried to leave. Khan added that the university should release footage of Kadamâ€™s exit from the office as well, which reportedly proves that no students were in the deanâ€™s office at the time of his exit, and that he was quite safe and free to leave. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
167,IANS,Maharashtra Govt to Withdraw Cases Against Bhima-Koregaon Rioters - The Quint,"The Maharashtra government plans to withdraw cases against the accused in the 1 January Bhima-Koregaon caste riots in Pune which had left one dead, Chief Minister Devendra Fadnavis announced in the Assembly on Tuesday, 13 March. He also said that the state government will give compensation to the people who suffered losses during the rioting. Fadnavis informed the house that a committee will be set up to take a decision on the serious cases filed in the matter and submit its report within three months. He also said that the state will take over the management and maintenance of the samadhi of Chhatrapati Sambhaji Maharaj in Vadhu-Budruk village, around five kms from Bhima-Koregaon. The riots had left one person dead and over a hundred injured including 60 policemen, he added. Referring to the losses, Fadnavis said these amounted to around Rs 13 crore, out of which Rs 9.40 crore were in Bhima-Koregaon riots itself. Of these, Dalit community members suffered losses of around Rs 1 crore and Muslims more than Rs 85 lakh, which the government would compensate, Fadnavis said. The disturbances erupted in the village of Bhima-Koregaon on 1 January during the 200th anniversary celebrations of the Anglo-Maratha War which saw the army of Peshwa Bajirao II being defeated by a small force of the East India Company that comprised a large number of Dalits. That afternoon, several lakhs of Dalits had congregated around the Victory Pillar (Vijay Stambh) erected by the British in Sanaswadi village when suddenly stone pelting started, allegedly by some right-wing groups carrying saffron flags. In the clashes that ensued between the two groups, more than 30 vehicles, including buses, police vans and private vehicles were torched or damaged and one youth, Rahul Fatangale, 28, of Nanded lost his life. The Bhima-Koregaon incident was followed by a crippling Maharashtra shutdown on 3 January, organised by the Bharipa Bahujan Mahasangh, led by Prakash Ambedkar, the grandson of the architect of Indian Constitution, BR Ambedkar. Tuesday's development is seen against the backdrop of Monday's massive response to the 200-km long Nashik-Mumbai Long March by over 35,000 farmers, tribals and labourers organised by the CPI-M affiliated All India Kisan Sabha, which proved a success with the government accepting most of their demands. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
168,Anmol Saini,Naresh Agrawal Joins the League of Leaders That Defected to BJP - The Quint,": Purnendu Pritam On Monday, Naresh Agrawal, a former member of Samajwadi Party, who had been a staunch critic of the Bharatiya Janata Party (BJP) and Narendra Modi government in the past decided to shake hands with the enemy. Agrawal joined the BJP in presence of Union minister Piyush Goyal. This trend of defection to the BJP among Opposition leaders is nothing new and has been pretty common post 2014, after Narendra Modi had a landslide win in the Lok Sabha polls. Since then, be it Opposition leaders of a regional party or ones with a national profile, during an election season, we see them join hands with the BJP. Hereâ€™s a list of some prominent leaders that joined hands with the BJP in the last three years: Once an MLA from the Congress ticket for 15 years in Assam, Himanta Biswa Sarma is now the face of the BJP in the Northeast. Sarma was a member of the Indian National Congress from 1996 to 2015 and when the party came to power in the state, he served as a minister in Tarun Gogoiâ€™s Cabinet. However, citing differences with the then Congress vice president Rahul Gandhi and Chief Minister Tarun Gogoi, Sarma quit the party and joined the BJP. After BJP in an alliance with Asom Gana Parishad won the Assam Assembly election in 2016, he was awarded the portfolios of education, health and finance. Rita Bahuguna Joshi joined the Congress in 1992. She was mayor of Allahabad from 1995 to 2000. She was also the president of All India Mahila Congress (Congressâ€™ womenâ€™s wing) and Uttar Pradesh Congress Committee. However, on 20 October 2016, just months before Uttar Pradesh Assembly elections, she defected to the BJP. The BJP had a massive win in 2017 Assembly polls and Rita Bahuguna was awarded the portfolio of women & family welfare in the Yogi Adityanath government. Nongthombam Biren Singh is a footballer turned BSF veteran turned journalist turned politician. After joining the Indian National Congress, he was appointed minister of state of vigilance in Manipur government. He resigned from the Manipur government in the first week of October 2016 citing differences with the then chief minister Ibobi Singh. He then joined the BJP on 17 October 2016. After the BJP was able to stitch together a post poll alliance in Manipur, they formed the government and former Congressman Biren Singh became the first BJP chief minister of Manipur. Swami Prasad Maurya was one the most prominent faces of Mayawatiâ€™s Bahujan Samaj Party in the late 1990s and 2000s. As a member of the BSP, Maurya was elected as an MLA four times. However, on 22 June 2016, he alleged a â€˜money for ticketâ€™ syndicate in the BSP and quit from the party. He briefly formed his own party Loktantrik Bahujan Morcha but later joined the BJP. Currently, he is a Cabinet minister in the Yogi Adityanath government. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
169,The Quint,CIAâ€™s First Woman Director Gina Haspelâ€™s Has a Questionable Past - The Quint,"US President Donald Trump Tuesday, 13 March, tweeted that he replaced US Secretary of State Rex Tillerson with Central Intelligence Agency Director Mike Pompeo, and appointed Gina Haspel as the new director of the CIA. With the announcement, Haspel has become the first woman to head the CIA. However, Haspelâ€™s past hints at a dark inhuman chapter in her career. Gina Haspel, 60, the former deputy director of the CIA, allegedly operated a ""black site"" prison in Thailand where suspects were waterboarded,   reported. The waterboarding footage of two suspected al-Qaida members â€“ Abu Zubaydah and Abd al Rahim al-Nashiri â€“ was allegedly later destroyed with the help of Haspel,   quoting US officials, who told Reuters and Associated Press, as saying. In 2016, Trump, in his first TV interview after taking charge, said that he was not against inhuman torture and that the US should ""fight fire with fire."" Haspel holds a three-decade long international career with several senior positions in Washington like the National Clandestine Service for Foreign Intelligence and Covert Action. She was a part of the top representative of the CIA in London. In an official statement, she said, â€œAfter 30 years as an officer of the Central Intelligence Agency, it has been my honor to serve as its deputy director alongside Mike Pompeo for the past year. â€œI am grateful to President Trump for the opportunity, and humbled by his confidence in me, to be nominated to be the next director of the Central Intelligence Agency,â€ she said. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
170,IANS,Former UP Minister Begum Hamida Passes Away at 102Â  - The Quint,"Former Uttar Pradesh minister and Congress leader Begum Hamida Habibullah passed away after a prolonged illness, at her residence in Lucknow on 13 March. She was 102. Her burial will take place later at Saidanpur, her native village in Barabanki. Daughter of the late Nawab Nazir Yar Jung Bahadur, Chief Justice of the Hyderabad High Court, Begum Hamida was a front-ranking social worker known to the land of Avadh. She was married to General Inayat Habibullah, the founder commandant of the National Defence Academy(NDA), Khadakvasla, Pune. Their son Wajahat Habibullah became the first Chief Information Commissioner of India. She joined active politics in 1965 after her husband's retirement. She was also a member of the Executive Committee of Uttar Pradesh Congress Committee (UPCC) till 1980 and an elected member of the All India Congress Committee (AICC) from 1969. She was known for her work with SEWA (Self Employed Womenâ€™s Association), for encouraging self-employment for women and the art of Lucknow's famous chikankari, as per a profile in . (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
171, KP Sanjeev Kumar,Chronicle of a Death Foretold: How to Plan For Your â€˜Last Flightâ€™ - The Quint,"I put before you two real-life examples that may whet your appetite for further reading on this gloomy topic. Chartered accountant Shilpa* married IT guy Suraj who hailed from the city of Bangalore. In terms of earning potential and tech savviness, both were at the forefront of their generation. Like thousands of DINK (â€˜double-income-no-kidsâ€™) couples in the city, they owned apartments, a car, bike â€“ all bought on loans â€“ and many bank accounts. Being a chartered accountant, Shilpa was extremely organised when it came to work, a virtue she didnâ€™t need to practice at home thanks to Suraj. They lived the life most of the nouveau rich couples of 21st century India are fortunate enough to enjoy. Shilpaâ€™s world came crashing down like a deck of cards. She also had absolutely no idea how many accounts they held in which banks, how bills were paid each month, what the mortgage on the house was and how it was paid, where their investments lay or how to access them. Nothing. Just a big zero. His accounts didnâ€™t have a nominee. His life insurance policy taken many years ago had his mother â€“ who had expired two years ago â€“ as the nominee. In her own words, â€œI couldnâ€™t even grieve in peace.â€  Amita was born into a poor family in a remote village in Maharashtra. Like many children from under-privileged families, she had to drop out of school at an early age and take up domestic work as a live-in maid servant in Mumbai. Her employers Sameer and Supriya were kind and looked after her every need, even getting her married when she turned 19, to Anil, a 21-year old â€˜decent fellowâ€™ with no vices who had a â€˜jobâ€™ in Pune. Anil was educated till Class X, and could read and write in both Marathi and English. Anil and Amita were married for ten years. Then one day, Anil, only 31 years old at the time, suffered a cardiac arrest and died. The contrast in Shilpa and Amitaâ€™s life situation couldnâ€™t have been starker. Every single asset and financial instrument in Anilâ€™s case was either co-owned by Amita or had her as the nominee. He left her with two apartments, one   (tenement), a four-wheeler and a bike â€“ all secured with loans that were insured so she didnâ€™t have to pay a dime after his demise. He had taken multiple-term insurance policies in his name that covered his wife, mother and sonâ€™s future needs. The â€˜documentation manâ€™ had left on his final journey like he was preparing for it every day he lived. Whatâ€™s more, he had quietly inducted Amitaâ€™s uneducated brother also into the business, thereby ensuring his financial freedom long after he was gone. Amita now lives with her son in her own 2-BHK apartment in a middle-class neighbourhood in Pune with complete financial security. Somewhere between these two extreme ends of the financial acuity spectrum, you can locate the narrative of your life. In most families I know, financial matters are completely outsourced to the man in the house even though the wife is highly educated or well-placed. To be fair, this is not just a situation specific to India.   husband was hit while riding his bicycle near Lake Washington, Seattle, needing expensive treatment that ultimately couldnâ€™t save his life. It was the same old story. A four-bedroom house bought on mortgage, meagre emergency funds and a number of accounts locked with passwords that went with her husband to the netherworld. Although they had a will prepared, it was not signed, which made it as good as a blank sheet of paper. She spent many months excavating the financial mess she had inherited. As a tribute to her husband and with the aim to help others who may end up in the same situation, she started a website, rather irreverently named  . It offers solutions to prepare for that phone call nobody wants. It may carry an American flavour but the basics remain the same. It has checklists, templates for wills and living wills, legal forms and estate plans. I recommend a casual visit to this website to shake yourself out of the illusion of immortality. Meanwhile, get your act together by sitting with your spouse, and work out answers to some of the issues below: Firstly, shake off that patriarchal mentality that finance is the sole purview of the male head of the family. Welcome to the 21st Century. Women can read maps and do numbers. Look around. They head some of Indiaâ€™s top banks. Christine Lagarde has been heading the World Bank for over seven years. Remember how, in olden times, the  was always tucked away, under the waist of the  What changed? Kaushal Dalal, the founder of  , says that in India, apart from buying a life insurance policy, not enough thought goes into planning for death. According to him, this could be part culture, part superstition as we believe that speaking or planning for something means it will happen  . But whether you like it or not, death will come for everyone. The courts are awash with property disputes. This happens when you die intestate, ie,   a will, when the wealth can find many claimants as per the laws of succession applicable under the deceasedâ€™s religion. Registering a will makes it more resilient to challenge but it is not mandatory. Apart from distributing the wealth as per your wishes, a will can also lay down responsibilities to look after your dependents. Just as a will outlines what you want done after your demise, a   specifies your wishes for medical care should you meet with an accident or illness that leaves you incapacitated and unable to express informed consent. It is also known as an â€˜advance healthcare directiveâ€™. It covers a number of conditions ranging from resuscitation guidelines to how long you would like to be kept on a ventilator or under dialysis. The   is still to decide on the bounds of a â€˜living willâ€™ and one hopes that the law will account for families who may be driven to financial ruin in keeping a family member alive when only a miracle can bring them back. Please consult a legal source for advice on writing your living will. Do you really need so many bank accounts? I have savings accounts in four banks and every time I change a log-in or transaction password, I get a headache. When itâ€™s time to file your tax returns, multiple accounts mean   more work. In most households, the spouse has another set of bank accounts. Some are linked to housing loans, some to vehicle loans, and some to pay insurance premiums and monthly bills. It can get very intimidating. Not surprisingly, most of us just leave it to one of the members â€“ usually a man â€“ to juggle half a dozen accounts. Imagine if you were to suddenly attain â€˜dear departedâ€™ status. Who will unravel the mystery for those left behind (like in Shilpaâ€™s case)? Here are some tips: If Anil had not insured his loans and indemnified Amita, she would have lost all their property to the banks and even parted with their savings (Refer to Case 2). In short, Anilâ€™s demise would have practically left her on the road. For a few rupees more, consider insuring your loans, especially if you are the sole breadwinner. Nobody has taken the elixir of immortality. When you go, donâ€™t leave those dependent on you under a mountain of debt. I have known people who have gone on a real estate buying frenzy on the strength of current earnings without a care how it will be paid for if the cash flow stops abruptly. Distress sales of property and bank takeovers soon follow. With the digitisation of banking and markets, documents and portfolios have been dematerialised and moved online. This brings us back to grappling with user IDs, passwords and the lot â€“ not everyoneâ€™s cup of tea. Again, our good friend during adversity is that old file with hard copies of all required documents, enabling at least a quick overview and access for both stakeholders. Unless you have better ideas, I would recommend full and complete access for the spouse written down in a way that she is comfortable. If you are lucky, very soon she will overtake you in handling the portfolio. In some homes, company secretaries manage the breadwinnerâ€™s accounts and investments while the oblivious better-half swipes plastic from a secondary account. To each his own. But remember, your spouse will be at the secretaryâ€™s mercy at a sad and critical juncture in life. I have seen wives and their in-laws fighting over insurance money within days of the funeral. Do you have an emergency fund lined up for that day when there is a sudden crisis in the family? It could be the loss of a job, a family member taking seriously ill, emergency travel or any unforeseen situation requiring a large payout. An emergency fund is not for planned expenses but acts as a safety net while your primary investments are safely compounding. How much that fund should hold depends on your money situation, liquidity and medical/disability cover etc. The thumb rule as per experts is 3-6 months household expenses. More importantly, it should be quickly accessible to both of you independently at any given time. This may sound bizarre but think about it. You couldnâ€™t plan your birth or first birthday but wonâ€™t you like to have a say in how you are bid goodbye? Here are some things you may like to consider (with due regard to specific religious beliefs and customs): â€¦ and so on. It would be a good idea to consult your spouse and family members before including these in your will. Having come so far, it is now time to prepare that master file. Let us review what all it needs to contain so that your spouse and executor of your will are able to smoothly and expeditiously transition the ownership of assets and discharge your will. If I missed out something, give me a shout and I shall add it to the list. Here goes: Benjamin Franklin said, â€œIn this world, nothing can be said to be certain, except death and taxesâ€. With Prime Minister Narendra Modi and Finance Minister Arun Jaitley casting the tax net far and wide, you will likely be spending much time on taxes. Donâ€™t lose sight of the other event. Give them the privacy and financial freedom to grieve in peace and move on without having to wait outside banks and courts. Leave a legacy,   a mess. Make your â€˜master fileâ€™  . (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,entertainment
172,Poonam Agarwal,"NiMo Case: ED Seizing Rs 6,300 Crore Assets Doesnâ€™t Mean Recovery - The Quint","On 15 February, hours after Indiaâ€™s largest bank scam â€“ where diamond czar Nirav Modi and his uncle, Mehul Choksi, allegedly got illegal loans of Rs 12,636 crore from the Punjab National Bank â€“ hit headlines, the Enforcement Directorate raided several of Modiâ€™s and Choksiâ€™s properties. The agency tweeted that Rs 5,100 crore worth of diamonds and precious stones had been seized â€“ or half the scam amount. But, does this seizure really mean that half the exchequerâ€™s money has been recovered from the diamond duo? Can the agency hand over the assets to PNB so that they can sell it and recover the money? NO. The ED has registered a case under the Prevention of Money Laundering Act (PMLA) against Modi and Choksi. As per law, after the seizures are made by the agency, it has to produce the seizure before the Adjudicating Authority within a month. An Adjudicating Authority comprises three members â€“ one each from the field of law, administration, and finance or accountancy. It functions under the Department of Revenue of the Ministry of Finance. If the Adjudicating Authority passes an order in favour of the ED, the accused person(s) can appeal in the Applellate Tribunal against the formerâ€™s order within 150 days. The ED can take the possession of the seizure/attachments if the Applellate Tribunal too passes the order in the agencyâ€™s favour. However, the ED cannot dispose off the seizure/attachment till the court convicts the accused persons. For instance, in the alleged 2G spectrum scam case, the ED attached assets of the accused persons worth several crore rupees during investigation in 2010. Since then, the ED was the custodian of all the attached assets. After seven years of a fast track court trail, all the accused in the alleged 2G scam were acquitted, which means the ED has to return the seized assets to their respective owners. However, if the CBI and ED appeal in the Delhi High Court and get a stay on the trail court order, then the agency will continue to be the custodian of the attached assets. This basically means it would be in the possession of agencies for several more years till the case is decided by the Supreme Court. The ED can dispose off the seizure/attachments after the accused are convicted by the apex court. The PMLA was passed in 2002. Here are the statistics of PMLA cases in the Enforcement Directorate. The ED has claimed to have seized assets worth over Rs 6,300 crore from different locations since the Modi-Choksi scam broke. The agency evaluated the worth of the assets based on the price mentioned in the ledger books seized from the offices and outlets of Modi and Choksi. However, this was not the final evaluation. Apart from the jewellery, the ED has, so far, also seized luxury cars, almirahs and watches from Modi and Choksiâ€™s properties. Interestingly, some of the watches cost as low as Rs 2,600. Maintenance and storage of the assets is the responsibility of the ED after it is seized. Hence, it incurs the extra cost. By the time Mallya's case is decided in the courts, one can only imagine what the price of these assets after depreciation would be. Similarly, in the Modi and Choksi case, the ED has seized high-end cars, including a Rolls Royce Ghost, two Mercedes Benz GL Class, and a Porsche Panamera, among others, whose current market value would be crores of rupees. However, years later if those are auctioned, it could be sold as just a lump of metal. In fact, the government would end up spending more money storing and maintaining the assets. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,business
173,Vishnu Gopinath,Xi Jinping Ruling China â€˜Foreverâ€™ May Not Be So Bad. Or Is It? - The Quint,"On 11 March, 2,958 lawmakers of Chinaâ€™s legislature, the National Peopleâ€™s Congress, voted to approve a constitutional amendment abolishing the two-term limit on Presidency. The limit was put in place by leader Deng Xiaoping, in 1982, after Mao Zedongâ€™s â€œGreat Leap Forwardâ€ and â€œCultural Revolutionâ€, left millions dead. Chinaâ€™s move, however, hardly comes as a surprise to people who have kept an eye on Xiâ€™s rise to power. With that said, the worldwide commentary on Xi essentially locking the doors to power and keeping the only key with himself, has been split. Charlie Campbell, writes in   magazine, that Xi asserting a vice-like grip on the reins of power is reminiscent of the Mao Zedong era. While adding that China could justify the move for a â€œstable leader,â€ given Donald Trumpâ€™s ascent to Presidency, Campbell adds... Not too surprisingly, Chinese state-run daily   featured an opinion piece titled â€˜ â€™ highlighting the â€œneed for stronger Chinese governance.â€ The Chinese mouthpiece adds that the â€œweakeningâ€ of the United Statesâ€™ governance further justifies the revision of the clause placing the limit on Xiâ€™s tenure as President. Magazine paints a more optimistic picture of Xiâ€™s ascent to the throne, raising Chinaâ€™s economic initiatives, elaborating how businesses in the United States could benefit, in a commentary titled, â€˜ â€™ The BRI or One-Belt-One-Road(OBOR) initiative is likely to rejig the worldâ€™s economies, linking China more deeply with the world. Swaran Singh, Professor at JNU, however asks in an opinion piece in  whether the constitutional amendment has effectively focused too much power in one personâ€™s hands, something that Chinese leader Deng Xiaoping had worked to avoid, by pushing for the two-year limit passed in 1982. Professor Singh goes on to highlight the fine details, which he says are the â€œreal cause of concern,â€ in the tale of Xiâ€™s rise. An article in   says that Xiâ€™s elevation as the possible permanent leader of China could   by providing â€œstability and clarityâ€. However, the article goes on to add that the near-permanent nature of Xiâ€™s Presidency could lead to an inclination to fall in line with Xiâ€™s policies, even at the cost of citizensâ€™ suffering. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
174,The News Minute,Will Criticise Rajniâ€™s Politics If the Need Arises: Kamal HaasanÂ  - The Quint,"Perhaps setting the tone for an amicable political relationship in the initial days of their political careers, actor-turned-politician Kamal Haasan on Tuesday, 13 March, said that as a policy of the party, he will not criticise Rajinikanth the individual, but will criticise his partyâ€™s ideology and politics if he does disagree with it in the future. Speaking at an awards event organised by News18 Tamil, and fielding questions from popular Tamil news anchor and journalist M Gunasekaran, Kamal said that he will question Rajinikanthâ€™s politics if the need arises. He was responding to a question on why he has refused to criticise Rajini so far. â€œAnd even when we do criticise, we wonâ€™t criticise him, we will criticise his politics if we disagree with it,â€ he said. Kamal also fielded questions on several other issues â€“ from his criticism of the present AIADMK government to which political stalwart of the past he models himself on. When asked if he is particularly targeting the ruling party over personal differences, he said: Watch the video below. The actor-turned-politician had launched his political outfit â€˜Makkal Needhi Maiamâ€™ on 21 February. Days before the launch, Kamal met Rajinikanth at his Poes Garden residence in Chennai. Rajinikanth and Kamal's relationship goes back decades, as the duo have acted in several films together in the 1970s. Rajinikanth also spoke to the media following the visit. He said, ""Kamal wants to serve the people of Tamil Nadu. I will pray to god that he will attain success."" (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
175,Vishnu Gopinath,"Sukma Attack: Prez Kovind, Mamata, Rahul Condole Jawansâ€™ Deaths - The Quint","President Ram Nath Kovind offered his condolences to the families of nine jawans who were killed in an IED blast in Chhattisgarhâ€™s Sukma on Tuesday, 13 March. Suspected Maoists   in Sukma district, a CRPF official confirmed to PTI. President Kovind said India remains â€œfirm in our resolve to take on and defeat all forms of terrorism.â€ Chhattisgarh Chief Minister Raman Singh also tweeted that he was â€œoverwhelmed with grief.â€ Shortly after news of the Sukma attack broke, leaders of the Indian National Congress tweeted their condolences for the jawans killed in the IED blast. Congress president Rahul Gandhi took to Twitter to express his anguish over the deaths, and hit out at the â€œflawed policiesâ€ responsible for the â€œdeteriorating internal security situation.â€ Congressâ€™ general secretary Ashok Singh Gehlot also had a few words to say to the families of the victims, and a quick prayer that the injured jawans recover soon. Randeep Surjewala hit out at the Modi government saying that the attack â€œexposes the hollow claims of Modi government in controlling Naxalism.â€ Home Minister Rajnath Singh, who was the first leader to tweet his condolences, said that he had instructed the Director General of the CRPF to fly out to the site of the attack immediately. Chief Minister of West Bengal Mamata Banerjee expressed grief at the shocking attack. Shortly after Rajnathâ€™s tweet, other BJP leaders joined in, expressing condolences over the attack. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
